Plasmid_name_filename,Plasmid,ENT_ID,Deidentified_ENT_ID,Hospital,Date_of_culture,Lab_Species,Genomic_Species_Illumina,Genomic_Species_Hybrid,ST_Illumina,ST_Hybrid,CP_Gene,Clonal_cluster,Length,Inc_group_MOBtyper,Inc_group_regrouped,Relaxase_type_corrected,Sample_type,Plasmid_Clusters,PID,Plasmid_Clusters_renamed,Final_Species,Final_ST
batch3_27032019_ENT121_Ctg2_len_173234_depth_2.03x_circ_blaNDM-1.fasta,batch3_27032019_ENT121_Ctg2_len_173234_depth_2.03x_circ_blaNDM-1,ENT121,E1070,5,27/02/2012,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,147,147,blaNDM1,NA,173234,"IncFIB,IncFII,IncFII",IncF,MOBF,Clinical culture,15,1163,PC24,Klebsiella pneumoniae,147
batch11_10072019_ENT1107_Ctg3_len_89633_depth_2.61x_circ_blaNDM-1.fasta,batch11_10072019_ENT1107_Ctg3_len_89633_depth_2.61x_circ_blaNDM-1,ENT1107,E1073,2,02/04/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,16,16,blaNDM1,Cluster_40,89633,IncL/M,IncL/M,MOBP,Clinical culture,7,1166,PC17,Klebsiella pneumoniae,16
batch10_05072019_ENT949_Ctg3_len_41242_depth_3.95x_circ_blaNDM-1.fasta,batch10_05072019_ENT949_Ctg3_len_41242_depth_3.95x_circ_blaNDM-1,ENT949,E470,5,21/01/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,2028,2028,blaNDM1,NA,41242,IncN,IncN,MOBF,Surveillance culture,6,681,PC2,Klebsiella pneumoniae,2028
rbatch6_28102020_ENT51_Ctg2_len_41240_depth_5.18x_circ_blaNDM-1.fasta,rbatch6_28102020_ENT51_Ctg2_len_41240_depth_5.18x_circ_blaNDM-1,ENT51,E818,6,27/09/2011,Morganella morganii,Morganella morganii,-,-,-,blaNDM1,NA,41240,IncN,IncN,MOBF,Clinical culture,6,956,PC2,Morganella morganii,-
batch29_27022020_ENT1254_Ctg5_len_71861_depth_1.39x_circ_blaKPC-2.fasta,batch29_27022020_ENT1254_Ctg5_len_71861_depth_1.39x_circ_blaKPC-2,ENT1254,E1076,5,18/06/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,78,78,blaKPC2,Cluster_37,71861,IncU,IncU,MOBP,Surveillance culture,2,1171,PC1,Enterobacter cloacae,78
batch3_27032019_ENT633_Ctg4_len_41238_depth_2.93x_circ_blaNDM-1.fasta,batch3_27032019_ENT633_Ctg4_len_41238_depth_2.93x_circ_blaNDM-1,ENT633,E880,6,10/09/2013,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,418,418,blaNDM1,NA,41238,IncN,IncN,MOBF,Clinical culture,6,1001,PC2,Enterobacter cloacae,418
batch22_18102019_ENT1610_Ctg3_len_66276_depth_0.96x_circ_blaOXA-48.fasta,batch22_18102019_ENT1610_Ctg3_len_66276_depth_0.96x_circ_blaOXA-48,ENT1610,E181,5,24/10/2014,Citrobacter freundii,Citrobacter freundii,cfreundii,22,22,blaOXA48,NA,66276,IncL/M,IncL/M,MOBP,Clinical culture,19,140,PC4,Citrobacter freundii,22
batch7_26062019_ENT724_Ctg3_len_46161_depth_1.74x_circ_blaNDM-7.fasta,batch7_26062019_ENT724_Ctg3_len_46161_depth_1.74x_circ_blaNDM-7,ENT724,E1079,5,21/10/2013,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,171,171,blaNDM7,NA,46161,IncX3,IncX3,MOBP,Surveillance culture,9,1174,PC8,Enterobacter cloacae,171
batch10_05072019_ENT944_Ctg3_len_41237_depth_3.66x_circ_blaNDM-1.fasta,batch10_05072019_ENT944_Ctg3_len_41237_depth_3.66x_circ_blaNDM-1,ENT944,E334,5,21/01/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,2028,2028,blaNDM1,NA,41237,IncN,IncN,MOBF,Surveillance culture,6,560,PC2,Klebsiella pneumoniae,2028
batch5_29052019_ENT75_Ctg4_len_41237_depth_1.13x_circ_blaNDM-1.fasta,batch5_29052019_ENT75_Ctg4_len_41237_depth_1.13x_circ_blaNDM-1,ENT75,E346,6,27/11/2011,Enterobacter cloacae,Enterobacter cloacae,ecloacae,592,592,blaNDM1,NA,41237,IncN,IncN,MOBF,Clinical culture,6,571,PC2,Enterobacter cloacae,592
batch4_29032019_ENT595_Ctg3_len_41229_depth_2.49x_circ_blaNDM-1.fasta,batch4_29032019_ENT595_Ctg3_len_41229_depth_2.49x_circ_blaNDM-1,ENT595,E787,6,22/08/2013,Escherichia coli,Escherichia coli,ecoli,131,131,blaNDM1,Cluster_03,41229,IncN,IncN,MOBF,Clinical culture,6,931,PC2,Escherichia coli,131
batch12_27072019_ENT1378_Ctg3_len_41228_depth_3.31x_circ_blaNDM-1.fasta,batch12_27072019_ENT1378_Ctg3_len_41228_depth_3.31x_circ_blaNDM-1,ENT1378,E856,5,05/08/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,-,blaNDM1,NA,41228,IncN,IncN,MOBF,Clinical culture,6,984,PC2,Klebsiella pneumoniae,-
batch7_26062019_ENT703_Ctg6_len_41226_depth_10.84x_circ_blaNDM-1.fasta,batch7_26062019_ENT703_Ctg6_len_41226_depth_10.84x_circ_blaNDM-1,ENT703,E1092,5,17/10/2013,Klebsiella oxytoca,Klebsiella oxytoca,koxytoca,108,108,blaNDM1,Cluster_21,41226,IncN,IncN,MOBF,Surveillance culture,6,1188,PC2,Klebsiella oxytoca,108
rbatch1_15072020_ENT1495_Ctg2_len_41226_depth_3.16x_circ_blaNDM-1.fasta,rbatch1_15072020_ENT1495_Ctg2_len_41226_depth_3.16x_circ_blaNDM-1,ENT1495,E716,5,11/09/2014,Escherichia coli,Escherichia coli,ecoli,6272,6272,blaNDM1,NA,41226,IncN,IncN,MOBF,Surveillance culture,6,878,PC2,Escherichia coli,6272
batch5_29052019_ENT443_Ctg8_len_6141_depth_7.63x_circ_blaOXA-232.fasta,batch5_29052019_ENT443_Ctg8_len_6141_depth_7.63x_circ_blaOXA-232,ENT443,E1086,5,25/04/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,14,14,blaOXA232,NA,6141,rep_cluster_1195,rep_cluster_1195,MOBP,Surveillance culture,26,1178,PC9,Klebsiella pneumoniae,14
batch0_01032019_ENT563_Ctg2_len_105819_depth_1.12x_circ_blaKPC-2.fasta,batch0_01032019_ENT563_Ctg2_len_105819_depth_1.12x_circ_blaKPC-2,ENT563,E1088,5,07/08/2013,Escherichia coli,Escherichia coli,ecoli,2006,2006,blaKPC2,Cluster_11,105819,"IncFII,IncFIIA,IncN,IncU",IncF_combinations,MOBF,Surveillance culture,4,1181,PC42,Escherichia coli,2006
batch9_02072019_ENT159_Ctg4_len_71861_depth_1.38x_circ_blaKPC-2.fasta,batch9_02072019_ENT159_Ctg4_len_71861_depth_1.38x_circ_blaKPC-2,ENT159,E1089,5,10/05/2012,Enterobacter cloacae,Enterobacter cloacae,ecloacae,93,93,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,1183,PC1,Enterobacter cloacae,93
batch13_31072019_ENT1505_Ctg3_len_41226_depth_4.38x_circ_blaNDM-1.fasta,batch13_31072019_ENT1505_Ctg3_len_41226_depth_4.38x_circ_blaNDM-1,ENT1505,E718,5,14/09/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,86,86,blaNDM1,NA,41226,IncN,IncN,MOBF,Surveillance culture,6,878,PC2,Klebsiella pneumoniae,86
batch9_02072019_ENT1701_Ctg5_len_41226_depth_2.91x_circ_blaNDM-1.fasta,batch9_02072019_ENT1701_Ctg5_len_41226_depth_2.91x_circ_blaNDM-1,ENT1701,E451,6,28/11/2014,Klebsiella oxytoca,Klebsiella oxytoca,koxytoca,108,108,blaNDM1,Cluster_47,41226,IncN,IncN,MOBF,Surveillance culture,6,663,PC2,Klebsiella oxytoca,108
batch11_10072019_ENT1223_Ctg4_len_46161_depth_1.44x_circ_blaNDM-7.fasta,batch11_10072019_ENT1223_Ctg4_len_46161_depth_1.44x_circ_blaNDM-7,ENT1223,E1091,3,06/06/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,340,340,blaNDM7,NA,46161,IncX3,IncX3,MOBP,Surveillance culture,9,1186,PC8,Klebsiella pneumoniae,340
batch10_05072019_ENT958_Ctg5_len_41225_depth_3.23x_circ_blaNDM-1.fasta,batch10_05072019_ENT958_Ctg5_len_41225_depth_3.23x_circ_blaNDM-1,ENT958,E424,5,23/01/2014,Citrobacter freundii,Citrobacter freundii,cfreundii,22,22,blaNDM1,NA,41225,IncN,IncN,MOBF,Surveillance culture,6,640,PC2,Citrobacter freundii,22
batch26_31012020_ENT570_Ctg3_len_71861_depth_1.46x_circ_blaKPC-2.fasta,batch26_31012020_ENT570_Ctg3_len_71861_depth_1.46x_circ_blaKPC-2,ENT570,E1093,5,10/08/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,65,65,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,1189,PC1,Klebsiella pneumoniae,65
batch18_02102019_ENT596_Ctg3_len_71861_depth_2.85x_circ_blaKPC-2.fasta,batch18_02102019_ENT596_Ctg3_len_71861_depth_2.85x_circ_blaKPC-2,ENT596,E1094,5,22/08/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,65,65,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,1189,PC1,Klebsiella pneumoniae,65
batch2_21032019_ENT607_Ctg4_len_71861_depth_3.09x_circ_blaKPC-2.fasta,batch2_21032019_ENT607_Ctg4_len_71861_depth_3.09x_circ_blaKPC-2,ENT607,E1095,5,22/08/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,65,65,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,1189,PC1,Klebsiella pneumoniae,65
batch19_09102019_ENT686_Ctg3_len_71861_depth_3.39x_circ_blaKPC-2.fasta,batch19_09102019_ENT686_Ctg3_len_71861_depth_3.39x_circ_blaKPC-2,ENT686,E1096,5,04/10/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,65,65,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,1189,PC1,Klebsiella pneumoniae,65
batch19_09102019_ENT715_Ctg18_len_71861_depth_3.40x_circ_blaKPC-2.fasta,batch19_09102019_ENT715_Ctg18_len_71861_depth_3.40x_circ_blaKPC-2,ENT715,E1097,5,17/10/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,65,65,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,1189,PC1,Klebsiella pneumoniae,65
rbatch6_28102020_ENT750_Ctg3_len_71861_depth_2.85x_circ_blaKPC-2.fasta,rbatch6_28102020_ENT750_Ctg3_len_71861_depth_2.85x_circ_blaKPC-2,ENT750,E1098,5,31/10/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,65,65,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,1189,PC1,Klebsiella pneumoniae,65
rbatch6_28102020_ENT758_Ctg3_len_71861_depth_2.84x_circ_blaKPC-2.fasta,rbatch6_28102020_ENT758_Ctg3_len_71861_depth_2.84x_circ_blaKPC-2,ENT758,E1099,5,31/10/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,65,65,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,1189,PC1,Klebsiella pneumoniae,65
batch27_13022020_ENT844_Ctg4_len_71861_depth_1.87x_circ_blaKPC-2.fasta,batch27_13022020_ENT844_Ctg4_len_71861_depth_1.87x_circ_blaKPC-2,ENT844,E11,5,07/12/2013,Escherichia coli,Escherichia coli,ecoli,69,69,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,11,PC1,Escherichia coli,69
batch14_02082019_ENT1627_Ctg4_len_41224_depth_3.26x_circ_blaNDM-1.fasta,batch14_02082019_ENT1627_Ctg4_len_41224_depth_3.26x_circ_blaNDM-1,ENT1627,E212,5,30/10/2014,Escherichia coli,Escherichia coli,ecoli,131,131,blaNDM1,NA,41224,IncN,IncN,MOBF,Surveillance culture,6,173,PC2,Escherichia coli,131
rbatch5_09102020_ENT780_Ctg3_len_71861_depth_3.50x_circ_blaKPC-2.fasta,rbatch5_09102020_ENT780_Ctg3_len_71861_depth_3.50x_circ_blaKPC-2,ENT780,E1100,5,05/11/2013,Escherichia coli,Escherichia coli,ecoli,1684,1684,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,1189,PC1,Escherichia coli,1684
batch19_09102019_ENT883_Ctg3_len_71861_depth_2.74x_circ_blaKPC-2.fasta,batch19_09102019_ENT883_Ctg3_len_71861_depth_2.74x_circ_blaKPC-2,ENT883,E1101,5,14/12/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,65,65,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,1189,PC1,Klebsiella pneumoniae,65
batch20_11102019_ENT1072_Ctg3_len_71311_depth_2.70x_circ_blaKPC-2.fasta,batch20_11102019_ENT1072_Ctg3_len_71311_depth_2.70x_circ_blaKPC-2,ENT1072,E1102,5,26/03/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,65,65,blaKPC2,NA,71311,IncU,IncU,MOBP,Clinical culture,2,1189,PC1,Klebsiella pneumoniae,65
rbatch6_28102020_ENT1077_Ctg4_len_71861_depth_3.04x_circ_blaKPC-2.fasta,rbatch6_28102020_ENT1077_Ctg4_len_71861_depth_3.04x_circ_blaKPC-2,ENT1077,E1103,5,28/03/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,65,65,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,1189,PC1,Klebsiella pneumoniae,65
batch18_02102019_ENT359_Ctg4_len_160819_depth_2.18x_circ_blaIMP-4.fasta,batch18_02102019_ENT359_Ctg4_len_160819_depth_2.18x_circ_blaIMP-4,ENT359,E1104,6,16/01/2013,Enterobacter cloacae,Enterobacter cloacae,ecloacae,-,-,blaIMP4,NA,160819,IncA/C2,IncA/C2,"MOBH,MOBH",Surveillance culture,31,1190,PC21,Enterobacter cloacae,-
batch2_21032019_ENT473_Ctg4_len_41224_depth_2.50x_circ_blaNDM-1.fasta,batch2_21032019_ENT473_Ctg4_len_41224_depth_2.50x_circ_blaNDM-1,ENT473,E487,6,22/05/2013,Escherichia coli,Escherichia coli,ecoli,95,95,blaNDM1,NA,41224,IncN,IncN,MOBF,Clinical culture,6,693,PC2,Escherichia coli,95
batch19_09102019_ENT89_Ctg4_len_65539_depth_0.43x_circ_blaOXA-48.fasta,batch19_09102019_ENT89_Ctg4_len_65539_depth_0.43x_circ_blaOXA-48,ENT89,E569,5,20/01/2012,Escherichia coli,Escherichia coli,ecoli,2003,2003,blaOXA48,NA,65539,IncL/M,IncL/M,MOBP,Clinical culture,19,765,PC4,Escherichia coli,2003
batch1_08032019_ENT1198_Ctg2_len_135212_depth_1.37x_circ_blaNDM-1.fasta,batch1_08032019_ENT1198_Ctg2_len_135212_depth_1.37x_circ_blaNDM-1,ENT1198,E1107,6,25/05/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,1,1,blaNDM1,NA,135212,"IncFII,rep_cluster_1418",IncF,MOBP,Clinical culture,13,1193,PC26,Enterobacter cloacae,1
batch26_31012020_ENT580_Ctg3_len_71861_depth_1.29x_circ_blaKPC-2.fasta,batch26_31012020_ENT580_Ctg3_len_71861_depth_1.29x_circ_blaKPC-2,ENT580,E1108,5,13/08/2013,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,-,-,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,1194,PC1,Enterobacter cloacae,-
batch26_31012020_ENT639_Ctg2_len_71861_depth_3.01x_circ_blaKPC-2.fasta,batch26_31012020_ENT639_Ctg2_len_71861_depth_3.01x_circ_blaKPC-2,ENT639,E1109,5,13/09/2013,Escherichia coli,Escherichia coli,ecoli,-,-,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,1194,PC1,Escherichia coli,-
batch29_27022020_ENT1247_Ctg4_len_71861_depth_1.20x_circ_blaKPC-2.fasta,batch29_27022020_ENT1247_Ctg4_len_71861_depth_1.20x_circ_blaKPC-2,ENT1247,E111,4,10/06/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,14,14,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,79,PC1,Klebsiella pneumoniae,14
batch26_31012020_ENT640_Ctg5_len_71859_depth_2.87x_circ_blaKPC-2.fasta,batch26_31012020_ENT640_Ctg5_len_71859_depth_2.87x_circ_blaKPC-2,ENT640,E1110,5,13/09/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,24,24,blaKPC2,NA,71859,IncU,IncU,MOBP,Surveillance culture,2,1194,PC1,Klebsiella pneumoniae,24
batch21x_16102019_ENT1322_Ctg2_len_71861_depth_0.77x_circ_blaKPC-2.fasta,batch21x_16102019_ENT1322_Ctg2_len_71861_depth_0.77x_circ_blaKPC-2,ENT1322,E1111,5,14/07/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,-,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,1194,PC1,Klebsiella pneumoniae,-
batch11_10072019_ENT1104_Ctg3_len_89633_depth_2.00x_circ_blaNDM-1.fasta,batch11_10072019_ENT1104_Ctg3_len_89633_depth_2.00x_circ_blaNDM-1,ENT1104,E1112,2,08/04/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,16,16,blaNDM1,Cluster_40,89633,IncL/M,IncL/M,MOBP,Surveillance culture,7,1195,PC17,Klebsiella pneumoniae,16
batch14_02082019_ENT1594_Ctg3_len_41224_depth_3.23x_circ_blaNDM-1.fasta,batch14_02082019_ENT1594_Ctg3_len_41224_depth_3.23x_circ_blaNDM-1,ENT1594,E513,5,16/10/2014,Escherichia coli,Escherichia coli,ecoli,131,131,blaNDM1,NA,41224,IncN,IncN,MOBF,Surveillance culture,6,714,PC2,Escherichia coli,131
batch14_02082019_ENT1621_Ctg4_len_41224_depth_3.72x_circ_blaNDM-1.fasta,batch14_02082019_ENT1621_Ctg4_len_41224_depth_3.72x_circ_blaNDM-1,ENT1621,E520,5,29/10/2014,Escherichia coli,Escherichia coli,ecoli,2852,2852,blaNDM1,NA,41224,IncN,IncN,MOBF,Surveillance culture,6,720,PC2,Escherichia coli,2852
batch27_13022020_ENT1013_Ctg2_len_121736_depth_0.60x_circ_blaKPC-2.fasta,batch27_13022020_ENT1013_Ctg2_len_121736_depth_0.60x_circ_blaKPC-2,ENT1013,E1116,5,18/02/2014,Escherichia coli,Escherichia coli,ecoli,10,10,blaKPC2,Cluster_38,121736,"IncFII,IncFIIA,IncU,IncX1",IncF_IncU_IncX,"MOBF,MOBF",Surveillance culture,34,1198,PC14,Escherichia coli,10
batch12_27072019_ENT1387_Ctg4_len_74789_depth_4.27x_circ_blaNDM-1.fasta,batch12_27072019_ENT1387_Ctg4_len_74789_depth_4.27x_circ_blaNDM-1,ENT1387,E1117,4,04/08/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,147,147,blaNDM1,Cluster_35,74789,IncR,IncR,-,Surveillance culture,11,1199,PC10,Klebsiella pneumoniae,147
batch4_29032019_ENT361_Ctg6_len_46161_depth_1.66x_circ_blaNDM-7.fasta,batch4_29032019_ENT361_Ctg6_len_46161_depth_1.66x_circ_blaNDM-7,ENT361,E1118,5,28/01/2013,Escherichia coli,Escherichia coli,ecoli,205,205,blaNDM7,NA,46161,IncX3,IncX3,MOBP,Clinical culture,9,1200,PC8,Escherichia coli,205
batch27_13022020_ENT847_Ctg5_len_71861_depth_0.84x_circ_blaKPC-2.fasta,batch27_13022020_ENT847_Ctg5_len_71861_depth_0.84x_circ_blaKPC-2,ENT847,E1119,5,09/12/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,-,blaKPC2,Cluster_30,71861,IncU,IncU,MOBP,Surveillance culture,2,1201,PC1,Klebsiella pneumoniae,-
batch20_11102019_ENT1248_Ctg4_len_25875_depth_6.44x_circ_blaOXA-181.fasta,batch20_11102019_ENT1248_Ctg4_len_25875_depth_6.44x_circ_blaOXA-181,ENT1248,E112,4,10/06/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,-,blaOXA181,NA,25875,"IncX3,rep_cluster_1195",IncX3,-,Surveillance culture,Singleton,80,Unclustered,Klebsiella pneumoniae,-
batch9_02072019_ENT1293_Ctg5_len_41222_depth_3.05x_circ_blaNDM-1.fasta,batch9_02072019_ENT1293_Ctg5_len_41222_depth_3.05x_circ_blaNDM-1,ENT1293,E743,5,01/07/2014,Klebsiella oxytoca,Klebsiella oxytoca,koxytoca,108,108,blaNDM1,Cluster_21,41222,IncN,IncN,MOBF,Surveillance culture,6,897,PC2,Klebsiella oxytoca,108
batch1_08032019_ENT206_Ctg3_len_41221_depth_4.52x_circ_blaNDM-1.fasta,batch1_08032019_ENT206_Ctg3_len_41221_depth_4.52x_circ_blaNDM-1,ENT206,E323,6,05/07/2012,Escherichia coli,Escherichia coli,ecoli,131,131,blaNDM1,Cluster_03,41221,IncN,IncN,MOBF,Surveillance culture,6,552,PC2,Escherichia coli,131
batch9_02072019_ENT1551_Ctg3_len_41221_depth_2.11x_circ_blaNDM-1.fasta,batch9_02072019_ENT1551_Ctg3_len_41221_depth_2.11x_circ_blaNDM-1,ENT1551,E935,6,01/10/2014,Morganella morganii,Morganella morganii,-,-,-,blaNDM1,NA,41221,IncN,IncN,MOBF,Clinical culture,6,1054,PC2,Morganella morganii,-
batch16_28082019_ENT1995_Ctg4_len_41219_depth_2.67x_circ_blaNDM-1.fasta,batch16_28082019_ENT1995_Ctg4_len_41219_depth_2.67x_circ_blaNDM-1,ENT1995,E547,5,13/04/2015,Escherichia coli,Escherichia coli,ecoli,410,410,blaNDM1,NA,41219,IncN,IncN,MOBF,Surveillance culture,6,747,PC2,Escherichia coli,410
batch13_31072019_ENT1486_Ctg3_len_41219_depth_2.57x_circ_blaNDM-1.fasta,batch13_31072019_ENT1486_Ctg3_len_41219_depth_2.57x_circ_blaNDM-1,ENT1486,E874,3,09/09/2014,Escherichia coli,Escherichia coli,ecoli,131,131,blaNDM1,NA,41219,IncN,IncN,MOBF,Clinical culture,6,995,PC2,Escherichia coli,131
batch1_08032019_ENT1458_Ctg2_len_41217_depth_2.25x_circ_blaNDM-1.fasta,batch1_08032019_ENT1458_Ctg2_len_41217_depth_2.25x_circ_blaNDM-1,ENT1458,E404,6,27/08/2014,Escherichia coli,Escherichia coli,ecoli,131,131,blaNDM1,Cluster_03,41217,IncN,IncN,MOBF,Clinical culture,6,627,PC2,Escherichia coli,131
batch15_11092019_ENT1745_Ctg2_len_41217_depth_4.26x_circ_blaNDM-1.fasta,batch15_11092019_ENT1745_Ctg2_len_41217_depth_4.26x_circ_blaNDM-1,ENT1745,E923,5,28/12/2014,Citrobacter koseri,Citrobacter koseri,senterica,-,-,blaNDM1,NA,41217,IncN,IncN,MOBF,Surveillance culture,6,1041,PC2,Citrobacter koseri,-
rbatch4_02102020_ENT1840_Ctg3_len_71861_depth_0.69x_circ_blaKPC-2.fasta,rbatch4_02102020_ENT1840_Ctg3_len_71861_depth_0.69x_circ_blaKPC-2,ENT1840,E1127,5,05/02/2015,Escherichia coli,Escherichia coli,ecoli,1193,1193,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,1205,PC1,Escherichia coli,1193
batch5_29052019_ENT424_Ctg8_len_91507_depth_2.92x_circ_blaNDM-1.fasta,batch5_29052019_ENT424_Ctg8_len_91507_depth_2.92x_circ_blaNDM-1,ENT424,E563,4,04/04/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,147,147,blaNDM1,Cluster_04,91507,"IncL/M,rep_cluster_1254",IncL/M,MOBP,Clinical culture,5,760,PC5,Klebsiella pneumoniae,147
batch5_29052019_ENT1880_Ctg2_len_89404_depth_2.85x_circ_blaNDM-1.fasta,batch5_29052019_ENT1880_Ctg2_len_89404_depth_2.85x_circ_blaNDM-1,ENT1880,E243,4,24/02/2015,Citrobacter koseri,Citrobacter koseri,cronobacter,-,-,blaNDM1,NA,89404,"IncL/M,rep_cluster_1254",IncL/M,MOBP,Clinical culture,5,208,PC5,Citrobacter koseri,-
batch20_11102019_ENT1249_Ctg5_len_51479_depth_2.10x_circ_blaOXA-181.fasta,batch20_11102019_ENT1249_Ctg5_len_51479_depth_2.10x_circ_blaOXA-181,ENT1249,E113,4,10/06/2014,Escherichia coli,Escherichia coli,ecoli,448,448,blaOXA181,NA,51479,"IncX3,rep_cluster_1195",IncX3,MOBP,Surveillance culture,24,80,PC15,Escherichia coli,448
batch4_29032019_ENT274_Ctg4_len_89359_depth_2.27x_circ_blaNDM-1.fasta,batch4_29032019_ENT274_Ctg4_len_89359_depth_2.27x_circ_blaNDM-1,ENT274,E1005,4,07/10/2012,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,147,147,blaNDM1,Cluster_04,89359,"IncL/M,rep_cluster_1254",IncL/M,MOBP,Clinical culture,5,1111,PC5,Klebsiella pneumoniae,147
batch28_20022020_ENT1092_Ctg4_len_71861_depth_1.45x_circ_blaKPC-2.fasta,batch28_20022020_ENT1092_Ctg4_len_71861_depth_1.45x_circ_blaKPC-2,ENT1092,E1131,5,07/04/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,1665,1665,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,1209,PC1,Klebsiella pneumoniae,1665
batch31_26032020_ENT1572_Ctg4_len_71861_depth_1.67x_circ_blaKPC-2.fasta,batch31_26032020_ENT1572_Ctg4_len_71861_depth_1.67x_circ_blaKPC-2,ENT1572,E1132,5,09/10/2014,Escherichia coli,Escherichia coli,ecoli,-,7506,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,1210,PC1,Escherichia coli,#REF!
batch17_18092019_ENT984_Ctg15_len_41216_depth_3.18x_circ_blaNDM-1.fasta,batch17_18092019_ENT984_Ctg15_len_41216_depth_3.18x_circ_blaNDM-1,ENT984,E7,4,04/02/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,11,11,blaNDM1,Cluster_05,41216,IncN,IncN,MOBF,Clinical culture,6,9,PC2,Klebsiella pneumoniae,11
batch8_28062019_ENT800_Ctg3_len_127481_depth_1.78x_circ_blaNDM-1.fasta,batch8_28062019_ENT800_Ctg3_len_127481_depth_1.78x_circ_blaNDM-1,ENT800,E1134,1,19/11/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,1998,1998,blaNDM1,Cluster_27,127481,IncA/C2,IncA/C2,"MOBH,MOBH",Surveillance culture,8,1212,PC7,Klebsiella pneumoniae,1998
batch27_13022020_ENT848_Ctg6_len_71861_depth_1.32x_circ_blaKPC-2.fasta,batch27_13022020_ENT848_Ctg6_len_71861_depth_1.32x_circ_blaKPC-2,ENT848,E1135,5,09/12/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,-,blaKPC2,Cluster_30,71861,IncU,IncU,MOBP,Surveillance culture,2,1213,PC1,Klebsiella pneumoniae,-
